	brand	model	spec	year	dB_at_idle	dB_at_50kmh	dB_at_80kmh	dB_at_100kmh	dB_at_120kmh	dB_at_140kmh	model_id	model_id_cqa	model_make_id_cqa	model_name_cqa	model_trim_cqa	model_year_cqa	model_body_cqa	model_engine_position_cqa	model_engine_cc_cqa	model_engine_cyl_cqa	model_engine_type_cqa	model_engine_valves_per_cyl_cqa	model_engine_power_ps_cqa	model_engine_power_rpm_cqa	model_engine_torque_nm_cqa	model_engine_torque_rpm_cqa	model_engine_bore_mm_cqa	model_engine_stroke_mm_cqa	model_engine_compression_cqa	model_engine_fuel_cqa	model_top_speed_kph_cqa	model_0_to_100_kph_cqa	model_drive_cqa	model_transmission_type_cqa	model_seats_cqa	model_doors_cqa	model_weight_kg_cqa	model_length_mm_cqa	model_width_mm_cqa	model_height_mm_cqa	model_wheelbase_mm_cqa	model_lkm_hwy_cqa	model_lkm_mixed_cqa	model_lkm_city_cqa	model_fuel_cap_l_cqa	model_sold_in_us_cqa	model_co2_cqa	model_make_display_cqa	model_engine_l_cqa	model_engine_ci_cqa	model_engine_bore_in_cqa	model_engine_stroke_in_cqa	model_engine_valves_cqa	model_engine_power_hp_cqa	model_engine_power_kw_cqa	model_engine_torque_lbft_cqa	model_engine_torque_kgm_cqa	model_top_speed_mph_cqa	model_weight_lbs_cqa	model_length_in_cqa	model_width_in_cqa	model_height_in_cqa	model_wheelbase_in_cqa	model_mpg_hwy_cqa	model_mpg_city_cqa	model_mpg_mixed_cqa	model_fuel_cap_g_cqa	make_display_cqa	make_country_cqa	ExtColors_cqa	IntColors_cqa
315	BMW	X5	xDrive 30d	2015	 41.6 	 56.2 	 60.1 	 63.9 	 67.6 	 69.3 	62228	62228	BMW	X5	xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A)	2015	Sport Utility Vehicles	Front	4400	8	V	4	445		480				Not Avai	Premium Unleaded (Required)			All Wheel Drive	Automatic		4						22.0	17.0	14.0		1		BMW	4.4	269			32	439	327	354	49							11	17	14.0		BMW	Germany		
316	BMW	X5	xDrive40e	2016	 36.5 	 51.6 	 56.9 	 60.9 	 64.8 	 66.9 	67465	67465	BMW	X5	xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A)	2016	Sport Utility Vehicles	Front	3000	6	Inline	4	255		413				Not Avai	Diesel			All Wheel Drive	Automatic		4						31.0	26.0	23.0		1		BMW	3.0	183			24	252	188	305	42							8	10	9.0		BMW	Germany		
317	BMW	X6	xDrive 35i	2008	 42.2 	 54.4 	 62.0 	 66.3 	 68.4 	 70.6 	5738	5738	bmw	X6	Sports Activity Coupe	2008	SUV	Front	4399	8	V		406	5500	827	1800				Gasoline	250.0		4WD	Automatic	5	5	2200		1830							1		BMW	4.4	268				400	299	610	84	155.0	4850		72.0							BMW	Germany		
318	BMW	X6	xDrive 35d	2009	 46.4 	 57.6 	 61.4 	 64.5 	 67.4 	 70.3 	4715	4715	bmw	X6	xDrive 35d	2009	SUV	Front	2996	6	in-line	4	286	4400	580	1750	84.0	90.0	17.0:1	Diesel	236.0	6.9	4WD	Automatic	4	5	2185	4880	1990	1700	2940		8.3		85	1		BMW	3.0	183	3.31	3.54	24	282	210	428	59	147.0	4817	192.1	78.3	66.9	115.7			28.0	22.5	BMW	Germany		
319	BMW	X6	xDrive 35i	2016	 45.3 	 56.1 	 62.7 	 66.3 	 68.9 	 71.6 	68150	68150	BMW	X6	xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A)	2016	Sport Utility Vehicles	Front	3000	6	Inline	4	300		300				Not Avai	Premium Unleaded (Required)			All Wheel Drive	Automatic		4	4750					27.0	21.0	18.0		1		BMW	3.0	183			24	296	221	221	31		10472					9	13	11.0		BMW	Germany		
320	BMW	Z4	sDrive 35i	2009	 48.4 	 58.4 	 64.7 	 67.9 	 70.9 	 74.0 	5734	5734	bmw	Z4	3.0i	2009	Convertible	Front	2979	6	in-line	4	340	7900	315	2750				Gasoline	250.0	6.2	Rear	Manual	2	2	1525	4100	1790	1310	2500		9.1		55	1		BMW	3.0	182			24	335	250	232	32	155.0	3362	161.4	70.5	51.6	98.4			26.0	14.5	BMW	Germany		
321	BMW	Z4	sDrive 35is	2011	 48.9 	 59.3 	 65.8 	 69.1 	 72.2 	 75.3 	44521	44521	bmw	Z4	sDrive35is	2011	Convertible	Front	3000	6	in-line	4	340	5900	450	1500				Gasoline			Rear	Manual	2	2	1610	4242	1791	1285	2497	9.8		13.8	55	1		BMW	3.0	183			24	335	250	332	46		3549	167.0	70.5	50.6	98.3	24	17		14.5	BMW	Germany		
322	Buick	Cascada	1.6 cabrio	2016	 44.2 	 57.0 	 64.7 	 69.6 	 70.5 	 71.5 	nan																																																												
323	Buick	Enclave	3.6 V6	2008	 44.3 	 55.5 	 62.4 	 66.3 	 68.4 	 70.4 	6162	6162	buick	Enclave		2008	SUV	Front	3600	6	V	2	279	6600	340	3200	94.0	86.0	10.2:1	Gasoline			Front	Automatic	8	5	1860	5120	2010	1850	3030		10.2		64	1		Buick	3.6	220	3.70	3.39	12	275	205	251	35		4101	201.6	79.1	72.8	119.3			23.0	16.9	Buick	USA		
324	Buick	Enclave	3.6 V6	2012	 43.1 	 52.7 	 58.7 	 62.0 	 64.1 	 66.2 	48726	48726	buick	Enclave	Leather Package	2012	SUV	Front	3600	6	V	4	292	6300	366	3400				Gasoline			Front	6-speed shiftable automatic	5	5	2168	5126	2007	1842	3020	9.8		13.8	83	1		Buick	3.6	220			24	288	215	270	37		4780	201.8	79.0	72.5	118.9	24	17		21.9	Buick	USA		
325	Buick	Enclave	3.6 V6	2016	 41.9 	 52.0 	 58.3 	 61.8 	 63.9 	 66.0 	67095	67095	Buick	Enclave	Leather Group 4dr SUV (3.6L 6cyl 6A)	2016	Sport Utility Vehicles	Front	3600	6	V	4	288		270				11.3	Regular Unleaded			Front Wheel Driv	Automatic		4	4724					24.0	19.0	17.0	22	1		Buick	3.6	220			24	284	212	199	28		10415					10	14	12.0	5.8	Buick	USA		
326	Buick	LaCrosse	CXS	2010	 44.9 	 56.3 	 63.4 	 67.1 	 70.1 	 73.2 	44530	44530	buick	LaCrosse	CXS	2010	Sedan	Front	3600	6	V	4	284	6300	351	4800				Gasoline			Front	Automatic	5	4	1853	5001	1857	1504	2837	9.0		13.8	70	1		Buick	3.6	220			24	280	209	259	36		4085	196.9	73.1	59.2	111.7	26	17		18.5	Buick	USA		
327	Buick	LaCrosse	3.6 V6	2013	 41.4 	 50.7 	 56.6 	 59.4 	 62.7 	 66.1 	nan																																																												
328	Buick	Regal	CXL 2.4	2011	 44.5 	 54.9 	 61.3 	 64.9 	 67.0 	 69.1 	44547	44547	buick	Regal	CXL	2011	Sedan	Front	2400	4	in-line	4	185	6700	233	4900				Gasoline			Front	Automatic	5	4	1633	4831	1857	1483	2738	7.8		12.4	68	1		Buick	2.4	146			16	182	136	172	24		3600	190.2	73.1	58.4	107.8	30	19		18.0	Buick	USA		
329	Buick	Verano	2.4	2012	 44.0 	 54.5 	 60.8 	 64.7 	 65.9 	 67.2 	48742	48742	buick	Verano		2012	Sedan	Front	2400	4	in-line	4	183	6700	232	4900				Flex Fuel			Front	6-speed shiftable automatic	5	4	1497	4671	1816	1483	2685	7.6		10.7	57	1		Buick	2.4	146			16	180	135	171	24		3300	183.9	71.5	58.4	105.7	31	22		15.1	Buick	USA		
330	Buick	Verano	Turbo	2012	 41.2 	 51.3 	 57.6 	 61.0 	 63.5 	 66.0 	48743	48743	buick	Verano	Convenience Package	2012	Sedan	Front	2400	4	in-line	4	183	6700	232	4900				Flex Fuel			Front	6-speed shiftable automatic	5	4	1497	4671	1816	1483	2685	7.6		10.7	57	1		Buick	2.4	146			16	180	135	171	24		3300	183.9	71.5	58.4	105.7	31	22		15.1	Buick	USA		
331	Cadillac	ATS	Turbo	2012	 41.7 	 53.6 	 61.0 	 65.0 	 67.6 	 70.3 	nan																																																												
332	Cadillac	ATS	2.0	2013	 44.0 	 54.3 	 60.7 	 64.4 	 66.0 	 67.6 	57695	57695	cadillac	ATS	Sedan 2.5L Luxury	2013	Sedan	Front	2500	4	in-line	4	202	6300	258	4400	88.0	101.0	11.4	Gasoline			Rear	6-speed automatic	5	4	1503	4643	1806	1418	2776	7.1		10.7	61	1		Cadillac	2.5	153	3.46	3.98	16	199	149	190	26		3314	182.8	71.1	55.8	109.3	33	22		16.1	Cadillac	USA		
333	Cadillac	ATX	3.6 V6	2012	 45.6 	 53.8 	 59.2 	 61.0 	 66.5 	 72.0 	nan																																																												
334	Cadillac	BLS	1.9d Stationcar	2008	 43.6 	 53.7 	 61.7 	 65.1 	 67.2 	 69.5 	nan																																																												
335	Cadillac	CTS	3.6	2008	 40.6 	 57.5 	 63.0 	 64.0 	 65.5 	 68.0 	6672	6672	cadillac	CTS	3.2 V6	2008	Sedan	Front	3175	6	V	4	218	6000	300	3400			10.0:1	Gasoline - Premium	233.0	7.4	Rear	Manual	5	4	1790	4830	1800	1450	2890		11.0		68	1		Cadillac	3.2	194			24	215	160	221	31	145.0	3946	190.2	70.9	57.1	113.8			21.0	18.0	Cadillac	USA		
336	Cadillac	CTS	3.6 V6	2008	 44.1 	 55.4 	 62.7 	 66.0 	 70.6 	 75.2 	6421	6421	cadillac	CTS	3.6L V6	2008	Sedan	Front	3564	6	V	4	311	6400	374	5200	94.0	85.6	11.3:1	Gasoline - Premium	249.0	6.3	Rear	Manual	5	4	1794	4870	1850	1470	2890		11.1		68	1		Cadillac	3.6	217	3.70	3.37	24	307	229	276	38	155.0	3955	191.7	72.8	57.9	113.8			21.0	18.0	Cadillac	USA		
337	Cadillac	CTS	Stationcar	2010	 42.2 	 50.7 	 56.2 	 58.7 	 62.0 	 65.3 	44551	44551	cadillac	CTS	Performance	2010	Sedan	Front	3000	6	V	4	274	7000	302	5700				Gasoline			Rear	Automatic	5	4	1756	4867	1842	1504	2880	8.7		13.1	68	1		Cadillac	3.0	183			24	270	202	223	31		3871	191.6	72.5	59.2	113.4	27	18		18.0	Cadillac	USA		
338	Cadillac	CTS	3.6 Stationcar	2011	 40.7 	 57.1 	 62.1 	 65.4 	 67.3 	 69.9 	51897	51897	cadillac	CTS	Wagon Luxury	2011	Station Wagon	Front	3000	6	V	4	274	7000	302	5700				Gasoline			Rear	Manual	5	5	1756	4859	1842	1473	2880	9.0		14.7	68	1		Cadillac	3.0	183			24	270	202	223	31		3871	191.3	72.5	58.0	113.4	26	16		18.0	Cadillac	USA		
339	Cadillac	CTS	3.6	2012	 42.4 	 52.2 	 60.1 	 64.7 	 65.3 	 66.2 	52777	52777	cadillac	CTS	Automatic	2012	Sedan	Front	3000	6	V	4	274	7000	302	5700				Gasoline			Rear	6-speed automatic	5	4	1748	4859	1842	1473	2880	9.0		14.7	68	1		Cadillac	3.0	183			24	270	202	223	31		3854	191.3	72.5	58.0	113.4	26	16		18.0	Cadillac	USA		
340	Cadillac	CTS	3.6 V6	2013	 46.7 	 54.5 	 59.8 	 61.2 	 67.5 	 73.9 	57733	57733	cadillac	CTS	Sport Wagon 3.6L AWD Premium	2013	Station Wagon	Front	3600	6	V	4	318	6800	373	4900	94.0	86.0	11.3	Gasoline			AWD	6-speed automatic	5	4	1953	4877	1842	1473	2880	9.0	10.7	13.0	68	1		Cadillac	3.6	220	3.70	3.39	24	314	234	275	38		4306	192.0	72.5	58.0	113.4	26	18	22.0	18.0	Cadillac	USA		
341	Cadillac	CTS	3.6 V6	2015	 42.3 	 58.2 	 61.6 	 64.9 	 66.6 	 68.3 	62918	62918	Cadillac	CTS	Premium 4dr Sedan (3.6L 6cyl 8A)	2015	Midsize Cars	Front	3600	6	V	4	321		275				11.5	Flex-Fuel (Unleaded/E85)			Rear Wheel Drive	Automatic		4						29.0		18.0		1		Cadillac	3.6	220			24	317	236	203	28							8	13			Cadillac	USA		
342	Cadillac	CTS	2.0	2016	 44.2 	 55.1 	 60.1 	 62.6 	 65.1 	 68.1 	68147	68147	Cadillac	CTS	Performance 4dr Sedan AWD (3.6L 6cyl 6A)	2016	Midsize Cars	Front	3600	6	V	4	321		275				11.5	Flex-Fuel (Unleaded/E85)			All Wheel Drive	Automatic		4						26.0		18.0		1		Cadillac	3.6	220			24	317	236	203	28							9	13			Cadillac	USA		
343	Cadillac	CTS Coupe	3.6 V6	2011	 44.3 	 56.0 	 63.3 	 67.4 	 69.5 	 71.6 	nan																																																												
344	Cadillac	CTS-V	Hennessey	2010	 58.4 	 64.8 	 69.2 	 70.1 	 76.1 	 82.2 	51900	51900	cadillac	CTS-V	Wagon	2010	Station Wagon	Front	6200	8	V	2	564	6100	746	3800				Gasoline			Rear	Manual	5	5	1915	4867	1842	1455	2880	12.4		16.8	68	1		Cadillac	6.2	378			16	556	415	550	76		4222	191.6	72.5	57.3	113.4	19	14		18.0	Cadillac	USA		
345	Cadillac	CTS-V	Stationcar	2011	 50.0 	 58.4 	 63.7 	 66.3 	 69.0 	 71.6 	51901	51901	cadillac	CTS-V	Wagon	2011	Station Wagon	Front	6200	8	V	2	564	6100	746	3800				Gasoline			Rear	Manual	5	5	1915	4859	1842	1455	2880	12.4		16.8	68	1		Cadillac	6.2	378			16	556	415	550	76		4222	191.3	72.5	57.3	113.4	19	14		18.0	Cadillac	USA		
346	Cadillac	CTS-V	6.2 V8	2012	 44.5 	 54.8 	 63.0 	 66.7 	 68.5 	 70.7 	48756	48756	cadillac	CTS-V	Sedan	2012	Sedan	Front	6200	8	V	2	564	6100	746	3800				Gasoline			Rear	6-speed manual	5	4	1915	4859	1842	1455	2880	12.4		16.8	68	1		Cadillac	6.2	378			16	556	415	550	76		4222	191.3	72.5	57.3	113.4	19	14		18.0	Cadillac	USA		
347	Cadillac	CTS-V	 	2017	 45.9 	 60.8 	 63.5 	 64.9 	 66.2 	 69.6 	nan																																																												
348	Cadillac	Escalade	Hybrid	2009	 48.3 	 58.6 	 64.9 	 68.7 	 69.9 	 71.2 	6526	6526	cadillac	Escalade	Hybrid	2009	SUV	Front	5999	8	V	2	337	5100	499	4100				Gasoline / Electric Hybrid			Rear	Automatic	8	4	1635	5150	2010	1930	2950	11.2	11.8	11.8	98	1		Cadillac	6.0	366			16	332	248	368	51		3605	202.8	79.1	76.0	116.1	21	20	20.0	25.9	Cadillac	USA		
349	Cadillac	Escalade	6.2 V8	2016	 38.4 	 52.3 	 60.7 	 65.8 	 67.2 	 68.6 	66391	66391	Cadillac	Escalade	Premium 4dr SUV 4WD (6.2L 8cyl 6A)	2016	Sport Utility Vehicles	Front	6200	8	V	2	420		460				Not Avai	Flex-Fuel (Unleaded/E85)			Four Wheel Drive	Automatic		4	5845					21.0	16.0	14.0	26	1		Cadillac	6.2	378			16	414	309	339	47		12886					11	17	15.0	6.9	Cadillac	USA		
350	Cadillac	SRX	2.8 V6 Turbo	2010	 43.3 	 55.5 	 63.0 	 67.5 	 69.0 	 70.6 	44589	44589	cadillac	SRX	Performance	2010	SUV	Front	3000	6	V	4	269	6950	302	5100				Gasoline			Front	Automatic	5	5	1916	4834	1910	1669	2807	9.4		13.1	79	1		Cadillac	3.0	183			24	265	198	223	31		4224	190.3	75.2	65.7	110.5	25	18		20.9	Cadillac	USA		
351	Cadillac	SRX	3.0 V6	2010	 42.8 	 55.9 	 63.9 	 68.5 	 70.9 	 73.3 	44589	44589	cadillac	SRX	Performance	2010	SUV	Front	3000	6	V	4	269	6950	302	5100				Gasoline			Front	Automatic	5	5	1916	4834	1910	1669	2807	9.4		13.1	79	1		Cadillac	3.0	183			24	265	198	223	31		4224	190.3	75.2	65.7	110.5	25	18		20.9	Cadillac	USA		
352	Cadillac	XT5	3.6 V6	2017	 43.9 	 55.8 	 59.5 	 63.3 	 65.2 	 68.6 	nan																																																												
353	Chevrolet	Aveo	1.2	2008	 48.0 	 59.1 	 68.0 	 70.9 	 74.0 	 77.5 	7211	7211	chevrolet	Aveo	1.2 LS	2008	Sedan	Front	1150	4	in-line	2	72	5400	104	4400			9.3:1	Gasoline - Premium	152.0	13.7	Front	Manual	5	4	1075	4320	1720	1510	2490		6.4		45	1		Chevrolet	1.2	70			8	71	53	77	11	94.0	2370	170.1	67.7	59.4	98.0			37.0	11.9	Chevrolet	USA		
354	Chevrolet	Aveo	1.4 LT	2011	 42.1 	 59.9 	 64.6 	 66.8 	 70.9 	 73.4 	44612	44612	chevrolet	Aveo	1LT	2011	Sedan	Front	1600	4	in-line	4	110	6400	142	4000				Gasoline			Front	Manual	5	4	1165	4310	1709	1506	2479	6.7		8.7	45	1		Chevrolet	1.6	98			16	108	81	105	14		2568	169.7	67.3	59.3	97.6	35	27		11.9	Chevrolet	USA		
355	Chevrolet	Camaro	2LT V6	2010	 43.0 	 52.2 	 58.1 	 60.7 	 65.0 	 69.4 	44619	44619	chevrolet	Camaro	2LT	2010	Coupe	Front	3600	6	V	4	308	6400	370	5200				Gasoline			Rear	Manual	4	2	1697	4836	1918	1377	2852	8.1		13.8	72	1		Chevrolet	3.6	220			24	304	227	273	38		3741	190.4	75.5	54.2	112.3	29	17		19.0	Chevrolet	USA		
356	Chevrolet	Camaro	Callaway	2010	 55.3 	 63.6 	 68.7 	 71.5 	 73.3 	 75.1 	44619	44619	chevrolet	Camaro	2LT	2010	Coupe	Front	3600	6	V	4	308	6400	370	5200				Gasoline			Rear	Manual	4	2	1697	4836	1918	1377	2852	8.1		13.8	72	1		Chevrolet	3.6	220			24	304	227	273	38		3741	190.4	75.5	54.2	112.3	29	17		19.0	Chevrolet	USA		
357	Chevrolet	Camaro	SS	2010	 53.8 	 60.6 	 65.1 	 66.6 	 71.1 	 75.6 	44621	44621	chevrolet	Camaro	2SS	2010	Coupe	Front	6200	8	V	2	432	5900	569	4600				Gasoline			Rear	Manual	4	2	1751	4836	1918	1377	2852	9.8		14.7	72	1		Chevrolet	6.2	378			16	426	318	420	58		3860	190.4	75.5	54.2	112.3	24	16		19.0	Chevrolet	USA		
358	Chevrolet	Camaro	SS Cabrio	2011	 51.5 	 59.6 	 64.9 	 67.0 	 71.2 	 75.4 	44624	44624	chevrolet	Camaro	2LT	2011	Coupe	Front	3600	6	V	4	316	6500	376	5100				Gasoline			Rear	Manual	4	2	1812	4836	1918	1389	2852	8.4		13.8	72	1		Chevrolet	3.6	220			24	312	232	277	38		3995	190.4	75.5	54.7	112.3	28	17		19.0	Chevrolet	USA		
359	Chevrolet	Camaro	ZL1	2011	 61.2 	 66.9 	 70.7 	 71.8 	 76.0 	 80.2 	44625	44625	chevrolet	Camaro	1SS	2011	Coupe	Front	6200	8	V	2	432	5900	569	4600				Gasoline			Rear	Manual	4	2	1867	4836	1918	1389	2852	9.8		14.7	72	1		Chevrolet	6.2	378			16	426	318	420	58		4116	190.4	75.5	54.7	112.3	24	16		19.0	Chevrolet	USA		
360	Chevrolet	Camaro	6.2 V8	2012	 50.3 	 59.6 	 65.5 	 68.3 	 71.8 	 75.3 	48777	48777	chevrolet	Camaro	LT Coupe	2012	Coupe	Front	3600	6	V	4	327	6800	376	4800				Gasoline			Rear	6-speed manual	4	2	1812	4836	1918	1389	2852	8.4		13.8	72	1		Chevrolet	3.6	220			24	323	241	277	38		3995	190.4	75.5	54.7	112.3	28	17		19.0	Chevrolet	USA		
361	Chevrolet	Camaro	6.2 V8	2016	 48.9 	 62.7 	 65.5 	 68.3 	 69.1 	 72.7 	67795	67795	Chevrolet	Camaro	LT 2dr Convertible w/1LT (3.6L 6cyl 6M)	2016	Compact Cars	Front	3600	6	V	4	323		278				11.5	Regular Unleaded			Rear Wheel Drive	Manual		2	4015					28.0	20.0	17.0	19	1		Chevrolet	3.6	220			24	319	238	205	28		8851					8	14	12.0	5.0	Chevrolet	USA		
362	Chevrolet	Camaro	6.2 V8	2017	 46.9 	 62.7 	 64.5 	 66.3 	 67.2 	 70.6 	70362	70362	Chevrolet	Camaro	ZL1 2dr Coupe (6.2L 8cyl S/C 6M)	2017	Compact Cars	Front	6200	8	V	2	580		556				9.1	Premium Unleaded (Required)			Rear Wheel Drive	Manual		2	4120					19.0	16.0	14.0	19	1		Chevrolet	6.2	378			16	572	427	410	57		9083					12	17	15.0	5.0	Chevrolet	USA		
363	Chevrolet	Captiva	2.0 VCDI	2008	 45.1 	 55.5 	 63.8 	 66.9 	 69.5 	 72.5 	8167	8167	chevrolet	Captiva	2.0 D	2008	SUV	Front	1991	4	in-line	4	150	4000	320	2000	83.0	92.0	17.5:1	Diesel	186.0	10.9	4WD	Manual		5	1910	4640	1880	1760	2710		8.7		65	1		Chevrolet	2.0	121	3.27	3.62	16	148	110	236	33	116.0	4211	182.7	74.0	69.3	106.7			27.0	17.2	Chevrolet	USA		
364	Chevrolet	Cobalt	SS	2008	 49.5 	 60.0 	 66.5 	 70.2 	 72.1 	 74.1 	8054	8054	chevrolet	Cobalt	LT2 Sedan	2008	Coupe	Front	2201	4	in-line	4	151	5600	206	4200			10.0:1	Gasoline			Front	Manual	5	4	1261	4590	1730	1460	2630		8.7		49	1		Chevrolet	2.2	134			16	149	111	152	21		2780	180.7	68.1	57.5	103.5			27.0	12.9	Chevrolet	USA		
365	Chevrolet	Cobalt	2.2	2009	 46.2 	 58.2 	 65.6 	 69.9 	 71.6 	 73.3 	7564	7564	chevrolet	Cobalt	LT1 Coupe	2009	Coupe	Front	2201	4	in-line	4	157	6100	203	4900			10.0:1	Gasoline			Front	Manual	5	2	1750	4590	1730	1420	2630	6.4	7.8	9.4	49	1		Chevrolet	2.2	134			16	155	115	150	21		3858	180.7	68.1	55.9	103.5	37	25	30.0	12.9	Chevrolet	USA		
366	Chevrolet	Corvette	 	2008	 61.4 	 65.8 	 69.0 	 69.4 	 74.5 	 79.7 	7291	7291	chevrolet	Corvette	C6RS	2008	Coupe	Front	8201	8	V		608		815								Rear	Manual	2	2		4440	1890	1250	2690				68	1		Chevrolet	8.2	500				600	447	601	83			174.8	74.4	49.2	105.9				18.0	Chevrolet	USA		
367	Chevrolet	Corvette	ZR1	2009	 57.7 	 65.2 	 70.2 	 71.6 	 77.5 	 83.4 	8269	8269	chevrolet	Corvette	ZR1	2009	Coupe	Front	6162	8	V	2	620	4000	596	4000	103.3	92.0		Gasoline - Premium	321.0	3.4	Rear	Manual	2	2	1582	4480	1930	1250	2690	11.8	14.7	16.8	68	1		Chevrolet	6.2	376	4.07	3.62	16	612	456	440	61	199.0	3488	176.4	76.0	49.2	105.9	20	14	16.0	18.0	Chevrolet	USA		
368	Chevrolet	Corvette	6.2 V8	2010	 53.1 	 58.3 	 62.1 	 62.3 	 69.1 	 76.0 	44629	44629	chevrolet	Corvette	Z06	2010	Coupe	Front	7000	8	V	2	512	6300	637	4800				Gasoline			Rear	Manual	2	2	1440	4460	1928	1237	2685	9.8		15.7	68	1		Chevrolet	7.0	427			16	505	377	470	65		3175	175.6	75.9	48.7	105.7	24	15		18.0	Chevrolet	USA		
369	Chevrolet	Corvette	ZR1	2010	 58.3 	 66.5 	 71.9 	 73.7 	 79.1 	 84.4 	44630	44630	chevrolet	Corvette	ZR1	2010	Coupe	Front	6200	8	V	2	647	6500	818	3800				Gasoline			Rear	Manual	2	2	1512	4475	1928	1237	2685	11.8		16.8	68	1		Chevrolet	6.2	378			16	638	476	603	83		3333	176.2	75.9	48.7	105.7	20	14		18.0	Chevrolet	USA		
370	Chevrolet	Corvette	6.2 V8	2011	 57.2 	 68.3 	 75.1 	 79.1 	 80.9 	 82.7 	44632	44632	chevrolet	Corvette	GS	2011	Coupe	Front	6200	8	V	2	436	5900	574	4600				Gasoline			Rear	Manual	2	2	1492	4460	1928	1237	2685	9.0		14.7	68	1		Chevrolet	6.2	378			16	430	321	423	59		3289	175.6	75.9	48.7	105.7	26	16		18.0	Chevrolet	USA		
371	Chevrolet	Corvette	ZR1	2012	 54.4 	 60.7 	 65.1 	 66.0 	 72.0 	 77.9 	52542	52542	chevrolet	Corvette	ZR1 3ZR	2012	Coupe	Front	6200	8	V	2	647	6500	818	3800				Gasoline	330.0	3.4	Rear	6-speed manual	2	2	1512	4475	1928	1237	2685	11.2		16.8	68	1		Chevrolet	6.2	378			16	638	476	603	83	205.0	3333	176.2	75.9	48.7	105.7	21	14		18.0	Chevrolet	USA		
372	Chevrolet	Corvette	Stingray	2013	 52.6 	 62.0 	 68.1 	 70.5 	 75.5 	 80.5 	57791	57791	chevrolet	Corvette	Convertible 2LT	2013	Roadster	Front	6200	8	V	2	430	5900	575	4600	103.0	92.0		Gasoline			Rear	6-speed manual	2	2	1461	4435	1844	1244	2685	7.7		12.9	68	1		Chevrolet	6.2	378	4.06	3.62	16	424	316	424	59		3221	174.6	72.6	49.0	105.7	31	18		18.0	Chevrolet	USA		
373	Chevrolet	Corvette	6.2 V8 Convertible	2016	 55.8 	 62.7 	 66.5 	 70.3 	 73.0 	 76.8 	68176	68176	Chevrolet	Corvette	Z06 2dr Convertible w/3LZ (6.2L 8cyl S/C 7M)	2016	Two Seaters	Front	6200	8	V	2	650		650				10	Premium Unleaded (Required)			Rear Wheel Drive	Manual		2										1		Chevrolet	6.2	378			16	641	478	479	66											Chevrolet	USA		
374	Chevrolet	Corvette	Stingray 6.2 V8	2017	 55.8 	 63.7 	 67.5 	 71.3 	 75.0 	 78.8 	70788	70788	Chevrolet	Corvette	Stingray Z51 2dr Convertible w/3LT (6.2L 8cyl 7M)	2017	Two Seaters	Front	6200	8	V	2	460		465				11.5	Premium Unleaded (Recommended)			Rear Wheel Drive	Manual		2						29.0		17.0		1		Chevrolet	6.2	378			16	454	338	343	47							8	14			Chevrolet	USA		
375	Chevrolet	Cruze	1.8 LT	2009	 41.6 	 60.4 	 63.4 	 66.2 	 69.8 	 73.7 	7972	7972	chevrolet	Cruze	WTCC	2009	Sedan	Front	1999	4	in-line	4											Rear	Manual	5	4										1		Chevrolet	2.0	122			16															Chevrolet	USA		
376	Chevrolet	Cruze	1.8	2012	 45.5 	 61.0 	 62.3 	 66.0 	 70.0 	 73.5 	50943	50943	chevrolet	Cruze	1.8 Hatchback	2012	Hatchback	Front	1800	4	in-line	4	140	6300	167	3800				Gasoline			Front	Automatic	5	5		4510	1797	1476	2685				59	0		Chevrolet	1.8	110			16	138	103	123	17			177.6	70.7	58.1	105.7				15.6	Chevrolet	USA		
377	Chevrolet	Cruze	1.4 turbo	2012	 45.6 	 58.3 	 63.8 	 67.9 	 70.3 	 74.4 	50943	50943	chevrolet	Cruze	1.8 Hatchback	2012	Hatchback	Front	1800	4	in-line	4	140	6300	167	3800				Gasoline			Front	Automatic	5	5		4510	1797	1476	2685				59	0		Chevrolet	1.8	110			16	138	103	123	17			177.6	70.7	58.1	105.7				15.6	Chevrolet	USA		
378	Chevrolet	Equinox	Fuel Cell	2008	 49.8 	 57.9 	 62.8 	 65.9 	 66.5 	 67.1 	6895	6895	chevrolet	Equinox	LT1	2008	SUV	Front	3425	6	V	2	188	5200	285	3800			9.5:1				4WD	Automatic	5	5	1261	4800	1820	1710	2860		8.7		76	1		Chevrolet	3.4	209			12	185	138	210	29		2780	189.0	71.7	67.3	112.6			27.0	20.1	Chevrolet	USA		
379	Chevrolet	Equinox	LT2	2010	 39.9 	 51.3 	 58.4 	 62.0 	 65.5 	 69.1 	44642	44642	chevrolet	Equinox	LT2	2010	SUV	Front	2400	4	in-line	4	185	6700	233	4900				Gasoline			Front	Automatic	5	5	1710	4770	1842	1760	2858	7.4		10.7	71	1		Chevrolet	2.4	146			16	182	136	172	24		3770	187.8	72.5	69.3	112.5	32	22		18.8	Chevrolet	USA		
